播主名称,ID,头像,认证信息,行业,内容标签,总粉丝,飞瓜指数,总作品,总点赞,,,,,,
原神,yuanshen_mihoyo,https://p11.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_980d58907aeb49ad98eee954b5737a87.heic?from=2956013662,上海米哈游影铁科技有限公司,游戏,,8522435,1043.1,1349,148913469,,,,,,
标题,视频发布时间,视频时长,视频链接,视频热度,热词Top3,视频销售额,视频销量,点赞,评论,分享,收藏,互动量,互动率,GPM,播放量
"#原神  #仿若无因飘落的轻雨 #原神枫丹  
亲爱的旅行者，「机枢巧物前哨战」活动 现已开启~  
剧情任务开启时间：2023/08/24 10:00 ~ 2023/09/11 03:59
玩法阶段开启时间：2023/08/24 10:00 ~ 2023/09/11 03:59
活动商店开启时间：2023/08/24 10:00 ~ 2023/09/18 03:59",2023/8/24 13:11,28秒,https://www.douyin.com/share/video/7270751882635775272/?mid=7270752081416293157,14.15,"老登,原石,能不能",--,--,32530,2180,217,752,35679,4.23%,0,844277
"#原神  #原神表情包  
亲爱的旅行者，《原神》4.0版本表情包「派蒙的画作第26弹」现已上线，欢迎前往【抖音表情包商城】下载使用！",2023/8/24 17:44,30秒,https://www.douyin.com/share/video/7270822275828501779/?mid=7270822373627218744,45.79,"表情包,老登,日服",--,--,169084,11299,2752,7827,190962,10.81%,0,1766300
#原神 #原神枫丹  《原神》过场动画——「暴风骤雨之际」,2023/8/25 18:02,1分46秒,https://www.douyin.com/share/video/7271198211455388968/?mid=7271198348663900988,19.15,"老登,枫丹,原石",--,--,99866,6856,2837,4000,113559,6.24%,0,1819688
#原神 凝光生日快乐｜立于高处，更能将漫天繁星尽收眼底…,2023/8/26 12:04,16秒,https://www.douyin.com/share/video/7271476847739768122/?mid=7271476985426086717,41.12,"卡维,补偿,生日快乐",--,--,115136,9001,1415,3755,129307,5.48%,0,2359254
#一加原神   #原神  #一加原神派蒙礼盒 一加×原神|灵动拍档，乐享流畅,2023/8/29 16:55,50秒,https://www.douyin.com/share/video/7272665219900460322/?mid=7272665430366489381,16.85,"老登,原神,米哈游",--,--,59349,4247,2156,2570,68322,6.02%,0,1134560
#原神 莫娜生日快乐｜看着它们，总觉得赶稿的疲惫都被治愈了。,2023/8/31 12:01,14秒,https://www.douyin.com/share/video/7273331630670875904/?mid=7273331748241525541,18.47,"莫娜,生日快乐,老登",--,--,85646,3544,709,2681,92580,7.04%,0,1314954
#原神 #原神枫丹  《原神》角色演示-「菲米尼：海露幽响」,2023/9/1 12:05,1分12秒,https://www.douyin.com/share/video/7273703631503756579/?mid=7273703825591110457,18.59,"米尼,老登,小男孩",--,--,88059,7695,4339,3567,103660,7.60%,0,1364603
"#原神  #原神同人绘 《原神》「兰生幽谷」夜兰同人绘画征集活动结果揭晓，感谢旅行者的参加与投稿。
部分获奖的优秀作品请查看以上图片，再次感谢各位旅行者的精彩创作。
*本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。",2023/9/1 17:05,图文视频,https://www.douyin.com/share/video/7273780925039725861/?mid=7273775681044089657,16.24,"夜兰,老登,好看",--,--,51689,2994,1831,3081,59595,5.83%,0,1021790
"#原神 #原神枫丹 ▌惑光幻戏 · 林尼
镜中捧花，赠予何人
==========
「孩子终会长大成人、超越父辈…唯有如此，『家』才能不断『繁茂』。我很期待，当他超越我的那一天到来…他会如何定义『家』这一概念。」
——阿蕾奇诺",2023/9/1 18:07,图文视频,https://www.douyin.com/share/video/7273796964599303482/?mid=7251528679942081317,19.93,"林尼,愚人众,惊恐",--,--,66993,7988,3968,2493,81442,5.36%,0,1520724
"#原神 #原神枫丹
▌丽影绮行 · 琳妮特
水中窥月，洞见夜明
==========
「无须困扰，亦无须改变你的习惯。需知，真正的理解可遇不可求，能读懂『信号』的才是同伴。」
——阿蕾奇诺",2023/9/1 18:12,图文视频,https://www.douyin.com/share/video/7273798303450484025/?mid=7251528679942081317,14.16,"愚人众,老登,版本更新",--,--,32782,1527,820,914,36043,3.43%,0,1050356
"#原神 #原神枫丹
▌潜怀遐梦 · 菲米尼
繁星丽天，孤怀寒芒
==========
「你有两个选择。在名为『过去』的苦海中自艾自怜，直到溺死…或者，牵起『家人』的手，重新睁开眼睛。」
——阿蕾奇诺",2023/9/1 18:16,图文视频,https://www.douyin.com/share/video/7273799451565755685/?mid=7251528679942081317,13.3,"加强刻晴,老登,米哈游",--,--,27243,2536,706,860,31345,2.98%,0,1053028
"#原神  #仿若无因飘落的轻雨 #原神枫丹  
亲爱的旅行者，「蹈刃破决」活动 现已开启~  
活动时间：2023/09/04 10:00 ~ 2023/09/18 03:59",2023/9/4 13:29,10秒,https://www.douyin.com/share/video/7274838558614097209/?mid=7274838786628946749,9.29,"老登,原石,爆点",--,--,7183,458,68,171,7880,1.74%,0,452734
"#原神  #原神同人绘 《原神》8月同人绘画展示，感谢旅行者们的创作。 
*本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。",2023/9/4 18:01,图文视频,https://www.douyin.com/share/video/7274908712966343996/?mid=7263452618630466341,11.51,"钟离,老登,仆人",--,--,18622,1815,1062,1616,23115,4.88%,0,473598
#原神 #原神枫丹  《原神》拾枝杂谈-「菲米尼：机巧的余温」,2023/9/5 18:04,5分33秒,https://www.douyin.com/share/video/7275280620908006691/?mid=7275280731134380856,13.28,"米尼,钟离,米哈游",--,--,27125,2579,384,974,31062,5.31%,0,585504
"#原神  #仿若无因飘落的轻雨  #原神枫丹  
 ▌潜怀遐梦·菲米尼  2023/09/05 18:00 ~ 2023/09/26 14:59，4星角色「潜怀遐梦·菲米尼(冰)」概率UP，并将在下一版本进入「奔行世间」常驻祈愿。",2023/9/5 18:17,28秒,https://www.douyin.com/share/video/7275283769043553576/?mid=7275283878783568699,12.32,"米尼,米哈游,钟离",--,--,22098,4456,361,712,27627,4.02%,0,687129
#原神 重云生日快乐｜…有办法能一直留下这束光吗？,2023/9/7 12:00,15秒,https://www.douyin.com/share/video/7275929025074253095/?mid=7275929087116348221,16.19,"生日快乐,重云,快乐",--,--,51239,2449,499,1865,56052,6.98%,0,803601
#原神   写生，从来不仅仅是对写生对象的临摹复现，更是对无尽知识的深入探索。——「绘知万物」网页答题活动,2023/9/7 12:05,24秒,https://www.douyin.com/share/video/7275930069149814077/?mid=7275930164217908026,12.53,"老登,原石,能不能",--,--,23077,2423,178,702,26380,4.23%,0,623009
#原神 雷泽生日快乐｜你送的手偶，很喜欢。,2023/9/9 12:00,13秒,https://www.douyin.com/share/video/7276671112161922338/?mid=7276671222946532108,38.78,"生日快乐,雷泽,快乐",--,--,116339,5506,1092,3137,126074,9.08%,0,1389210
#原神  #原神赛事  #原神公开赛 《原神》影幻杯宣传片- 「接下来，是我的回合！」,2023/9/12 12:05,2分4秒,https://www.douyin.com/share/video/7277785452789157154/?mid=7277785674317204285,42.96,"七圣召唤,原神,老登",--,--,131049,7328,5038,3192,146607,10.73%,0,1423097
#原神 阿贝多生日快乐｜你来了呀，实验器材正好准备完成了。,2023/9/13 12:00,13秒,https://www.douyin.com/share/video/7278155466671197492/?mid=7278155597218958136,18.31,"阿贝多,生日快乐,老师",--,--,83170,2740,691,2163,88764,12.37%,0,821798
#原神#原神枫丹   原神×隋文静/韩聪 - 以花样滑冰演绎「冰风组曲」,2023/9/13 12:03,2分40秒,https://www.douyin.com/share/video/7278156035402075426/?mid=7278156283906673464,49.34,"优雅,奥运冠军,原神",--,--,163359,8284,10009,7125,188777,9.81%,0,2049346
"#原神 #向深水中的晨星 
亲爱的旅行者，现在是派蒙的特别节目预告时间> < 
《原神》4.1版本「向深水中的晨星」前瞻特别节目将于9月15日（本周五）晚19:30正式开启。",2023/9/13 12:16,图文视频,https://www.douyin.com/share/video/7278159672786406711/?mid=7251528679942081317,24.13,"老登,前瞻,原石",--,--,80674,12185,9687,3270,105816,4.29%,0,2505298
#原神 #原神枫丹  原神×隋文静/韩聪 - 合作幕后,2023/9/13 13:05,3分29秒,https://www.douyin.com/share/video/7278172024428694799/?mid=7278172404782418748,14.34,"原神,老登,能不能",--,--,34216,2294,1072,1149,38731,7.17%,0,588844
"#原神  #仿若无因飘落的轻雨  #原神枫丹  
亲爱的旅行者，「光影研学·旖旎水界」活动 现已开启~  
活动时间：2023/09/14 10:00 ~ 2023/09/25 03:59",2023/9/14 12:05,13秒,https://www.douyin.com/share/video/7278527864675405112/?mid=7278527901874621242,9.27,"老登,将离,原神",--,--,10465,1367,94,315,12241,3.89%,0,361786
#原神  #原神同人剧场   #达达利亚  原神同人剧场|创作者@猫几罐头  作品展示，感谢旅行者的创作。,2023/9/14 17:51,1分24秒,https://www.douyin.com/share/video/7278616834985758013/?mid=7278617153996065592,11.65,"将离,原神,米哈游",--,--,19312,2275,844,1126,23557,3.61%,0,743525
#原神 #原神枫丹  《原神》4.1版本PV：「向深水中的晨星」,2023/9/15 20:56,5分52秒,https://www.douyin.com/share/video/7279035529964916009/?mid=7279035740070316859,70.3,"监狱,进去了,局子",--,--,426696,40691,47163,30015,544565,14.22%,0,3830647
#原神 #原神枫丹  #原神三周年 《原神》三周年玩家群像短片——守候的足迹,2023/9/15 21:08,3分34秒,https://www.douyin.com/share/video/7279038562388004148/?mid=7279038824599079739,12.03,"原神,自选五星,快乐",--,--,21089,1369,1436,1432,25326,21.21%,0,502875
#原神 #原神枫丹 《原神》4.1版本「向深水中的晨星」前瞻特别节目回顾,2023/9/15 21:45,图文视频,https://www.douyin.com/share/video/7279048323766455610/?mid=7279046303068392247,10.52,"温迪,胡桃,GCSYYDEJNYC6",--,--,37358,2068,1804,1992,43222,4.88%,0,741223
#原神  #原神枫丹   4.1版本前瞻特别节目|五神CV周年祝福,2023/9/15 22:02,4分41秒,https://www.douyin.com/share/video/7279052734022651177/?mid=7279052946293754682,9.27,"温迪,MCAGYVX2NGFA,RCTGGDX26GEW",--,--,10174,873,953,1652,13652,12.38%,0,172513
#原神  #原神枫丹   4.1版本前瞻特别节目|开场,2023/9/15 22:30,1分9秒,https://www.douyin.com/share/video/7279059840884804883/?mid=7279059976599898938,9.27,"MCAGYVX2NGFA,胡桃,GCSYYDEJNYC6",--,--,9165,571,97,353,10186,7.29%,0,270817
#原神  #原神枫丹   4.1版本前瞻特别节目|有趣数据分享（1）,2023/9/15 23:01,4分29秒,https://www.douyin.com/share/video/7279067929906400553/?mid=7279068144960949053,10.92,"角色,原神,须弥",--,--,16615,471,79,453,17618,16.82%,0,223485
#原神  #原神枫丹   4.1版本前瞻特别节目|有趣数据分享（2）,2023/9/15 23:02,2分54秒,https://www.douyin.com/share/video/7279068029651143990/?mid=7279068120411638569,9.27,"周年庆,沙发,没见过",--,--,3502,358,140,175,4175,3.69%,0,116925
#原神  #原神枫丹   4.1版本前瞻特别节目|有趣数据分享（3）,2023/9/15 23:02,2分17秒,https://www.douyin.com/share/video/7279068165173251391/?mid=7279068321901808442,10.56,"周年庆,自选五星,原神",--,--,15444,1313,122,409,17288,5.13%,0,349633
#原神  #原神枫丹   4.1版本前瞻特别节目|主角＆枫丹角色CV周年祝福,2023/9/16 10:00,4分44秒,https://www.douyin.com/share/video/7279081222599494948/?mid=7279081424358034233,9.99,"周年庆,小米服,PC",--,--,13678,454,311,1174,15617,7.80%,0,218139
#原神  #原神枫丹   4.1版本前瞻特别节目|魔神任务预告,2023/9/16 12:00,2分53秒,https://www.douyin.com/share/video/7279077723769670931/?mid=7279078094260456252,9.27,"福利,有没有,米哈游",--,--,4335,187,48,167,4737,3.68%,0,142738
#原神  #原神枫丹   「咏歌与凯旋」：《原神》枫丹篇OST宣传MV,2023/9/16 12:03,4分5秒,https://www.douyin.com/share/video/7279269493350714678/?mid=7279269659378289464,38.08,"音乐,老登,枫丹",--,--,104430,1944,1699,3375,111448,11.86%,0,964138
#原神  #原神枫丹   4.1版本前瞻特别节目|莱欧斯利角色介绍,2023/9/16 13:00,3分19秒,https://www.douyin.com/share/video/7279072294390041875/?mid=7279072622288341815,9.27,"自选五星,老登,给我",--,--,4810,282,171,204,5467,4.59%,0,123817
